method_id,class_name,method_name,call_count
com.example.android.architecture.blueprints.todoapp.di.DatabaseModule$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule$$ExternalSynthetic$Condy0,$init,18
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-10$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-10$1$$ExternalSynthetic$Condy0,$init,18
com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$2$$ExternalSynthetic$Condy0,$init,18
com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCBuilder$$ExternalSynthetic$Condy0,$init,14
com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSource$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskNetworkDataSource$$ExternalSynthetic$Condy0,$init,14
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0,$init,14
com.example.android.architecture.blueprints.todoapp.Hilt_TodoApplication$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.Hilt_TodoApplication$$ExternalSynthetic$Condy0,$init,12
com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt,$init,12
com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityCImpl$$ExternalSynthetic$Condy0,$init,10
com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ActivityRetainedCImpl$$ExternalSynthetic$Condy0,$init,10
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt$$ExternalSynthetic$Condy0,$init,10
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$1$$ExternalSynthetic$Condy0,$init,10
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$5$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$5$$ExternalSynthetic$Condy0,$init,8
com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideDataBaseFactory$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideDataBaseFactory$$ExternalSynthetic$Condy0,$init,8
com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0,$init,8
com.example.android.architecture.blueprints.todoapp.Hilt_TodoActivity$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.Hilt_TodoActivity$$ExternalSynthetic$Condy0,$init,6
com.example.android.architecture.blueprints.todoapp.Hilt_TodoActivity$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.Hilt_TodoActivity$1$$ExternalSynthetic$Condy0,$init,6
com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0,$init,6
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-22$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-22$1$$ExternalSynthetic$Condy0,$init,6
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-23$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-23$1$$ExternalSynthetic$Condy0,$init,6
com.example.android.architecture.blueprints.todoapp.TodoApplication_HiltComponents$ActivityC$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoApplication_HiltComponents$ActivityC$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$4$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$4$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt,$init,4
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$2$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-11$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-11$1$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$2$$ExternalSynthetic$Condy0,$init,4
com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-1$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.ComposableSingletons$TodoActivityKt$lambda-1$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ViewModelCImpl$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC$ViewModelCImpl$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC-IA->$init(): void,com.example.android.architecture.blueprints.todoapp.DaggerTodoApplication_HiltComponents_SingletonC-IA,$init,2
com.example.android.architecture.blueprints.todoapp.Hilt_TodoApplication$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.Hilt_TodoApplication$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.TodoActivity$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoActivity$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.TodoApplication$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoApplication$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.TodoThemeKt$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.TodoThemeKt$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository$getTasksStream$1$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository$getTasksStream$1$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt->$init(): void,com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$2$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$4$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$4$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$6$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao_Impl$6$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.local.ToDoDatabase_Impl$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.ToDoDatabase_Impl$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.local.ToDoDatabase_Impl$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.local.ToDoDatabase_Impl$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.network.NetworkTask$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.network.NetworkTask$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.data.source.network.TaskStatus$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.data.source.network.TaskStatus$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesCoroutineScopeFactory$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesCoroutineScopeFactory$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesDefaultDispatcherFactory$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.di.CoroutinesModule_ProvidesDefaultDispatcherFactory$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideTaskDaoFactory$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.di.DatabaseModule_ProvideTaskDaoFactory$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt->$init(): void,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt,$init,2
com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-9$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-9$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksUiState$$ExternalSynthetic$Condy1->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksUiState$$ExternalSynthetic$Condy1,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$WhenMappings$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$WhenMappings$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$WhenMappings->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$WhenMappings,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-1$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-1$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-12$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-12$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-13$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-13$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-17$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-17$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-21$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-21$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-3$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-3$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-6$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-6$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-9$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-9$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.CoroutinesUtilsKt$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.CoroutinesUtilsKt$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TasksTopAppBar$2$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TasksTopAppBar$2$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$4$$ExternalSynthetic$Condy0->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$4$$ExternalSynthetic$Condy0,$init,2
com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt->$init(): void,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt,$init,2
ROOT::FrameworkOrAsyncEntry,,,0
